Hi.	สวัสดี
I went to sleep during the lesson.	ฉันนอนระหว่างเรียน
I wouldn't eat that if I were you.	ฉันจะไม่กินมันหรอกถ้าฉันเป็นคุณ
I'd like to reserve a single room.	ฉันต้องการจองห้องเดี่ยว
I'm eating dinner with my husband.	ฉันกินข้าวเย็นกับสามีของฉัน
If I were rich, I would go abroad.	ถ้าฉันรวยฉัน จะไปต่างประเทศ
It's the book you are looking for.	นี่มันหนังสือเล่มที่คุณกำลังหาอยู่
Mary took out the eggs one by one.	แมรี่หยิบไข่ออกทีละฟอง
My mother is a psychology teacher.	แม่ของฉันเป็นอาจารย์ด้านจิตวิทยา
Phoenix is the capital of Arizona.	ฟีนิกซ์เป็นเมืองเอกของรัฐแอริโซนา
She is traveling around the world.	เธอกำลังเดินทางรอบโลก
She must have been very beautiful.	เธอต้องสวยมาก ๆ แน่
She visited her husband in prison.	เธอไปเยี่ยมสามีที่ติดคุก
The boy talks as if he were a man.	เด็กชายพูดราวกับว่าเขาเป็นผู้ชาย
The meeting will be held tomorrow.	การประชุมจะมีขึ้นในวันพรุ่งนี้
The old man spoke to me in French.	ชายชราพูดกับฉันเป็นภาษาฝรั่งเศส
Tom likes to make paper airplanes.	ทอมชอบทำเครื่องบินกระดาษ
Try not to be late again tomorrow.	พรุ่งนี้พยายามอย่าสายอีกหละ
We'll eat lunch together at 12:30.	เราจะทานอาหารเที่ยงด้วยกันตอนเที่ยงครึ่ง
What are we going to do about Tom?	เราจะทำอย่างไรกับทอม?
What color do you think Tom likes?	คุณคิดว่าทอมชอบสีอะไร?
What do you usually do on Sundays?	ปกติคุณทำอะไรในวันอาทิตย์
When are you going to get married?	คุณจะแต่งงานเมื่อไหร่?
Which is larger, Japan or England?	อะไรใหญ่กว่ากัน ญี่ปุ่นหรืออังกฤษ?
Which one do you think is correct?	คุณคิดว่าอันไหนถูก?
Why don't you eat some vegetables?	ทำไมคุณไม่กินผักบ้าง?
You should not break your promise.	คุณไม่ควรผิดสัญญา
Children should obey their parents.	เด็ก ๆ ควรเชื่อฟังพ่อแม่
Children should obey their parents.	เด็ก ๆ ควรเชื่อฟังผู้ปกครอง
Could you call again later, please?	กรุณาโทรอีกครั้งในภายหลังได้ไหม?
Did your husband have many enemies?	สามีของคุณมีศัตรูมากไหม?
Do you have any plans for tomorrow?	คุณมีแผนจะทำอะไรพรุ่งนี้ไหม?
Do you have any plans for tomorrow?	พรุ่งนี้คุณมีแผนจะทำอะไรไหม?
Does Tom intend to become a doctor?	ทอมตั้งใจที่จะเป็นหมอหรือไม่?
He is afraid to fly in an airplane.	เขากลัวที่จะบินบนเครื่องบิน
He warned us not to enter the room.	เขาเตือนเราไม่ให้เข้าไปในห้อง
Her husband is now living in Tokyo.	ตอนนี้สามีของเธออาศัยอยู่ที่โตเกียว
How many close friends do you have?	คุณมีเพื่อนสนิทกี่คน?
I am looking forward to seeing you.	ฉันรอคอยที่จะได้เห็นคุณ
I am tired and I want to go to bed.	ฉันเหนื่อยและอยากไปนอน
I don't feed my dog in the morning.	ฉันไม่ได้ให้อาหารสุนัขในตอนเช้า
I don't remember where I bought it.	ฉันจำไม่ได้ว่าซื้อที่ไหน
I don't want to go to the hospital.	ฉันไม่ต้องการไปโรงพยาบาล
I don't want to go to the hospital.	ฉันไม่อยากไปโรงพยาบาล
I had a dream about you last night.	ฉันฝันเกี่ยวกับคุณเมื่อคืน
I had never been on a plane before.	ฉันไม่เคยนั่งเครื่องบินมาก่อนเลย
I have a lot of friends to help me.	ฉันมีเพื่อนมากมายที่ช่วยฉัน
I opened the box and looked inside.	ฉันเปิดกล่องและมองเข้าไปข้างใน
I raised my hand to ask a question.	ฉันยกมือขึ้นเพื่อถามคำถาม
I returned the book to the library.	ฉันคืนหนังสือที่ห้องสมุด
I saw many birds yesterday morning.	ฉันเห็นนกหลายตัวเมื่อวานนี้ตอนเช้า
I was absent from school yesterday.	ฉันไม่มาโรงเรียนเมื่อวานนี้
I wish that I could do that myself.	ฉันหวังว่าฉันสามารถทำมันได้ด้วยตัวเอง
I've been drinking too much coffee.	ฉันดื่มกาแฟมากเกินไป
I've been studying for three hours.	ฉันเรียนมาสามชั่วโมงแล้ว
I've finished watering the flowers.	ฉันรดน้ำดอกไม้เสร็จแล้ว
Is there something you want to buy?	มีอะไรที่เธอต้องการจะซื้อมั้ย?
Let me have a look at those photos.	ให้ฉันดูรูปเหล่านั้น
May I have a glass of milk, please?	ฉันขอนมหนึ่งแก้วได้ไหม?
She accused me of making a mistake.	เธอกล่าวหาว่าฉันทำผิด
She goes to the movies once a week.	เธอไปดูหนังสัปดาห์ละครั้ง
She is a fluent speaker of English.	เธอเป็นคนพูดภาษาอังกฤษได้คล่อง
She is learning how to drive a car.	เธอกำลังเรียนวิธีขับรถ
She thinks of her boss as a father.	เธอนับถือเจ้านายของเธอเหมือนกับพ่อ
That looks fun. I'd like to try it.	นั่นดูน่าสนุก ฉันอยากลองมันดู
The lion is the king of the jungle.	สิงโตเป็นราชาแห่งป่า
The train is 10 minutes late today.	วันนี้รถไฟมาสาย 10 นาที
This flower is beautiful, isn't it?	ดอกไม้นี้มีสวยไม่ใช่เหรอ
This is always the way it has been.	นี่คือสิ่งที่เคยเป็นมาเสมอ
This movie is highly controversial.	หนังเรื่องนี้เป็นเรื่องที่ถกเถียงกันอย่างมาก
This novel consists of three parts.	นวนิยายเรื่องนี้ประกอบด้วยสามส่วน
Tom hasn't cleaned the kitchen yet.	ทอมยังไม่ได้ทำความสะอาดห้องครัว
Tom told us that he had a headache.	ทอมบอกเราว่าเขาปวดหัว
Using a computer can save you time.	การใช้คอมพิวเตอร์ช่วยให้คุณประหยัดเวลา
What do you think she is doing now?	คุณคิดว่าเธอกำลังทำอะไรอยู่ตอนนี้
What was Tom's motive for doing it?	ทอมมีแรงจูงใจอะไรในการทำ?
Why does Tom need to do that today?	ทำไมทอมต้องทำอย่างนั้นในวันนี้?
Would you like to come to my party?	คุณอยากที่จะมาปาร์ตี้ของฉันหรือไม่?
You should be careful what you say.	คุณควรระวังสิ่งที่คุณพูด
A lot of students do part-time jobs.	นักเรียนจำนวนมากทำงานนอกเวลา
A lot of students do part-time jobs.	นักเรียนจำนวนมากทำงานพาร์ทไทม์
Can I borrow your book for a minute?	ขอฉันยืมหนังสือสักครู่ได้มั้ย
Columbus discovered America in 1492.	โคลัมบัสค้นพบอเมริกาในปี 1492
Could you bring us the bill, please?	คุณช่วยนำใบเสร็จมาให้เราได้ไหม?
Did you find out anything about Tom?	ระบบการเขียนทั้งหมดมีทั้งข้อดีและข้อเสีย
Don't look at me with such sad eyes.	อย่ามองฉันด้วยสายตาเศร้า ๆ อย่างนั้น
Have you finished reading the novel?	คุณอ่านนิยายจบแล้วหรือยัง?
He couldn't understand the sentence.	เขาไม่สามารถเข้าใจประโยคได้
I can't speak fluent Indonesian yet.	ฉันยังพูดภาษาอินโดนีเซียไม่คล่อง
I can't stand that noise any longer.	ฉันไม่ทนต่อเสียงรบกวนนั้นต่อไปไม่ไหวแล้ว
I do not like mathematics very much.	ฉันไม่ชอบคณิตศาสตร์มาก
I lost my key somewhere around here.	ฉันทำกุญแจของฉันหายไปแถวนี้
I want you to go to Boston with Tom.	ฉันต้องการให้คุณไปบอสตันกับทอม
I wouldn't drink that if I were you.	ฉันจะไม่ดื่มมันหรอกถ้าฉันเป็นคุณ
I'll remember this incident forever.	ฉันจะจำเหตุการณ์นี้ตลอดไป
I'm trying to work out this problem.	ฉันพยายามหาทางแก้ไขปัญหานี้
In this case, I think he is correct.	ในกรณีนี้ฉันคิดว่าเขาถูกต้อง
Is this the book you're looking for?	นี่ใช่หนังสือที่คุณตามหาอยู่รึเปล่า?
Is this the key you are looking for?	นี่คือกุญแจที่คุณกำลังมองหาใช่ไหม?
Is this the key you are looking for?	นี่ใช่กุญแจที่คุณกำลังมองหาไหม?
Is this your glass or your sister's?	นี่คือแก้วของคุณหรือของน้องสาวของคุณ
My grandfather was an archaeologist.	ปู่ของฉันเป็นนักโบราณคดี
My mother carefully opened the door.	แม่ของฉันเปิดประตูอย่างระมัดระวัง
Please speak as clearly as possible.	กรุณาพูดให้ชัดเจนที่สุด
Please speak as clearly as possible.	กรุณาพูดให้ชัดเจนเท่าที่เป็นไปได้
The accident happened two hours ago.	อุบัติเหตุเกิดขึ้นเมื่อสองชั่วโมงก่อน
They have drunk two bottles of wine.	พวกเขาดื่มไวน์สองขวด
Tom found an old safe in his garage.	ทอมเจอตู้เซฟเก่าในโรงรถ
Tom has just finished eating dinner.	ทอมเพิ่งกินข้าวเย็นเสร็จ
We want to go to Boston and Chicago.	เราอยากไปที่บอสตันและชิคาโก
What do you think of Tom's attitude?	คุณคิดอย่างไรกับทัศนคติของทอม?
What do you want me to do with this?	คุณต้องการให้ฉันทำอะไรกับสิ่งนี้?
What is this fish called in English?	ปลานี้เรียกว่าอะไรในภาษาอังกฤษ?
When I grow up, I want to be a king.	เมื่อฉันโตขึ้น ฉันอยากเป็นราชา
Where's the nearest telephone booth?	ตู้โทรศัพท์ที่ใกล้ที่สุดอยู่ที่ไหน
Any student can answer that question.	นักเรียนคนไหนก็สามารถตอบคำถามนั้นได้
At one time, there was a bridge here.	ครั้งหนึ่ง เคยมีสะพานที่นี่
Could I have one more coffee, please?	ขอกาแฟอีกสักแก้ว ได้ไหม?
Did Tom draw this picture by himself?	ทอมวาดรูปนี้ด้วยตัวเองเหรอ?
English is an international language.	ภาษาอังกฤษเป็นภาษาสากล
I don't have to answer that question.	ฉันไม่จำเป็นต้องตอบคำถามนั้น
I don't have to answer your question.	ฉันไม่จำเป็นต้องตอบคำถามของคุณ
I have known him since he was a baby.	ฉันรู้จักเขามาตั้งแต่เขายังเป็นเด็ก
I started learning Chinese last week.	ฉันเริ่มเรียนภาษาจีนเมื่อสัปดาห์ที่แล้ว
I want you to fly to Boston tomorrow.	ฉันอยากให้คุณบินไปบอสตันในวันพรุ่งนี้
I wanted to speak in French with Tom.	ฉันอยากพูดในภาษาฝรั่งเศสกับทอม
I would rather stay home than go out.	ฉันค่อนข้างอยากอยู่บ้านมากกว่าที่จะออกไป
My son still believes in Santa Claus.	ลูกชายของฉันยังเชื่อในซานตาคลอส
My younger brother is still sleeping.	น้องชายของฉันยังคงนอนหลับอยู่
Nobody could give the correct answer.	ไม่มีใครสามารถให้คำตอบที่ถูกต้องได้
Nothing remained in the refrigerator.	ไม่มีอะไรเหลืออยู่ในตู้เย็น
Please fill in this application form.	กรุณากรอกแบบฟอร์มใบสมัครนี้
She appears to have a lot of friends.	เธอดูเหมือนว่ามีเพื่อนมากมาย
She bought a new house the other day.	เธอซื้อบ้านใหม่เมื่อวันก่อน
She's not his sister, but his mother.	เธอไม่ใช่พี่สาวของเขา แต่เป็นแม่ของเขา
Their apples aren't as tasty as ours.	แอปเปิลของพวกเขาไม่อร่อยเท่าของพวกเรา
There was an earthquake this morning.	เกิดแผ่นดินไหวเมื่อเช้านี้
We were very sleepy the next morning.	พวกเราง่วงนอนมากในเช้าวันรุ่งขึ้น
What do you want me to do with these?	คุณต้องการให้ฉันทำอะไรกับสิ่งเหล่านี้
Where can I exchange yen for dollars?	ฉันจะแลกเปลี่ยนเงินเยนเป็นดอลลาร์ได้ที่ไหน
Who did you vote for in the election?	คุณลงคะแนนให้ใครในการเลือกตั้ง?
Why don't you listen to Tom's advice?	ทำไมคุณไม่ฟังคำแนะนำของทอม?
Construction started October 20, 2013.	การก่อสร้างเริ่มต้นเมื่อ 20 ตุลาคม 2013
Construction started October 20, 2013.	การก่อสร้างเริ่มต้นเมื่อ 20 ตุลาคม พ.ศ. 2556
Does Tom belong to the club you're in?	ทอมเป็นสมาชิกชมรมที่คุณอยู่หรือไม่?
Does Tom really have to do that today?	ทอมต้องทำนั่นวันนี้จริง ๆ มั้ย?
Have you ever heard her sing on stage?	คุณเคยได้ยินเธอร้องเพลงบนเวทีบ้างไหม?
Have you ever seen sausage being made?	คุณเคยเห็นวิธีทำไส้กรอกไหม?
Have you ever written a letter to Tom?	คุณเคยเขียนจดหมายถึงทอมไหม?
He earns more money than he can spend.	เขาได้รับเงินมากกว่าที่เขาสามารถใช้จ่ายได้
Helen Keller was blind, deaf and mute.	เฮเลน เคลเลอร์เป็นคนตาบอด หูหนวก และเป็นใบ้
I can't understand what you're saying.	ฉันไม่เข้าใจสิ่งที่คุณพูด
I cut the article out of the magazine.	ฉันตัดบทความออกจากนิตยสาร
I decided to tell her that I love her.	ฉันตัดสินใจบอกเธอว่าฉันรักเธอ
I decided to tell him that I love her.	ฉันตัดสินใจบอกเขาว่าฉันรักเธอ
I heard the children singing together.	ฉันได้ยินเด็ก ๆ ร้องเพลงด้วยกัน
I know someone who speaks French well.	ฉันรู้จักคนที่พูดภาษาฝรั่งเศสได้ดี
I once wanted to be an astrophysicist.	ฉันเคยต้องการที่จะเป็นนักดาราศาสตร์ฟิสิกส์
I think it is best not to be impolite.	ฉันคิดว่าเป็นการดีที่สุดถ้าจะไม่สุภาพ
I told them to send me another ticket.	ฉันบอกให้พวกเขาส่งตั๋วอีกใบมาให้
If you don't behave, Santa won't come.	ถ้าคุณไม่ประพฤติตามซานต้าก็จะไม่มา
My son can neither read nor write yet.	ลูกชายของฉันยังไม่สามารถอ่านหรือเขียนได้
My wife is preparing dinner right now.	ภรรยาของฉันกำลังเตรียมอาหารเย็นอยู่ในขณะนี้
She gave the children two apples each.	เธอให้แอปเปิ้ลแก่เด็กคนละสองลูก
The trouble is that you are too young.	ปัญหาคือคุณยังเด็กเกินไป
They are very interested in astronomy.	พวกเขาสนใจดาราศาสตร์มาก
Tom doesn't know I'm Mary's boyfriend.	ทอมไม่รู้ว่าฉันเป็นแฟนของแมรี่
Tom's speech ended on a positive note.	คำพูดของทอมจบลงด้วยหมายเหตุที่เป็นบวก
Two children are sitting on the fence.	เด็กสองคนกำลังนั่งอยู่บนรั้ว
What time did you go to bed yesterday?	เมื่อวานคุณนอนกี่โมง?
You shouldn't be afraid of the future.	คุณไม่ควรกลัวอนาคต
Are all of you friends with each other?	พวกคุณทุกคนเป็นเพื่อนกันหรือเปล่า?
Do you remember your father's birthday?	คุณจำวันเกิดของพ่อคุณได้ไหม?
Harvard University was founded in 1636.	มหาวิทยาลัยฮาร์วาร์ดก่อตั้งขึ้นในปี 1636
He is teaching Spanish to the children.	เขาสอนภาษาสเปนให้เด็กๆ
He will be a good husband to my sister.	เขาน่าจะเป็นสามีที่ดีของน้องสาวฉัน
He will be a good husband to my sister.	เขาน่าจะเป็นสามีที่ดีของพี่สาวฉัน
I didn't take part in the conversation.	ฉันไม่ได้มีส่วนร่วมในการสนทนา
I want the same dictionary as you have.	ฉันต้องการพจนานุกรมเดียวกันกับที่คุณมี
I'm not going to go to Boston with Tom.	ฉันจะไม่ไปบอสตันกับทอม
Lake Biwa is the largest lake in Japan.	ทะเลสาบบิวะเป็นทะเลสาบที่ใหญ่ที่สุดในญี่ปุ่น
My younger brother is taller than I am.	น้องชายของฉันสูงกว่าฉัน
She acted in a play for the first time.	เธอแสดงละครเป็นครั้งแรก
She's been in the hospital for a month.	เธออยู่ในโรงพยาบาลมาแล้วหนึ่งเดือน
There was a blue notebook on the table.	มันมีสมุดสีน้ำเงินบนโต๊ะ
Tom didn't know what he should believe.	ทอมไม่รู้ว่าเขาควรเชื่ออะไร
Tom had a farm not too far from Boston.	ทอมมีฟาร์มอยู่ไม่ไกลจากบอสตัน
Tom said some horrible things about me.	ทอมพูดสิ่งที่ไม่ดีเกี่ยวกับฉัน
Unfortunately, my father isn't at home.	น่าเสียดาย พ่อของฉันไม่ได้อยู่บ้าน
We have something special for you, sir.	เรามีบางสิ่งที่พิเศษสำหรับคุณครับท่านสุภาพบุรุษ
We liked the food, especially the fish.	เราชอบอาหาร โดยเฉพาะปลา
You haven't been here before, have you?	คุณไม่เคยมาที่นี่ก่อนใช่ไหม?
Are you interested in foreign languages?	คุณสนใจในภาษาต่างประเทศหรือไม่?
How many symphonies did Beethoven write?	เบทโฮเฟินเขียนซิมโฟนีมาเท่าไหร่แล้ว?
I don't feel like eating anything today.	วันนี้ฉันไม่อยากกินอะไรเลย
I went to the airport to meet my father.	ฉันไปที่สนามบินเพื่ิอพบกับพ่อของฉัน
It seems to me that Tom is too careless.	สำหรับฉันดูเหมือนว่าทอมประมาทเกินไป
She does not have many friends in Kyoto.	เธอไม่ค่อยมีเพื่อนที่เกียวโต
Someday I'll buy a cotton candy machine.	สักวันฉันจะซื้อเครื่องทำสายไหม
The French flag is blue, white, and red.	ธงชาติฝรั่งเศสมีสีน้ำเงิน, ขาว, และแดง
The chemical formula for water is H₂O.	สูตรทางเคมีของน้ำคือ H₂O
There is a garden in front of the house.	มีสวนอยู่หน้าบ้าน
There is almost no water in this bottle.	แทบไม่มีน้ำเลยในขวดนี้
They speak English and French in Canada.	พวกเขาพูดภาษาอังกฤษและฝรั่งเศสในแคนาดา
Tom and Mary are both Canadian citizens.	ทั้งทอมและแมรี่เป็นชาวแคนาดา
Tom doesn't believe in life after death.	ทอมไม่เชื่อในชีวิตหลังความตาย
We must move this statue very carefully.	เราต้องย้ายรูปปั้นนี้อย่างระมัดระวังมาก
We've gotten a lot of positive feedback.	เราได้รับการตอบรับเชิงบวกมากมาย
What do you call this insect in English?	คุณเรียกแมลงชนิดนี้เป็นภาษาอังกฤษว่าอะไร
What do you want to do in the afternoon?	คุณต้องการทำอะไรตอนบ่าย?
How long will this cold weather continue?	อากาศหนาวนี้จะดำเนินต่อไปอีกนานขนาดไหน?
I always take a bath before going to bed.	ฉันอาบน้ำก่อนนอนเสมอ
I am looking for a present for my mother.	ฉันกำลังมองหาของขวัญให้กับแม่ของฉัน
I can speak Chinese, but I can't read it.	ฉันพูดภาษาจีนได้ แต่ฉันอ่านไม่ออก
I can't remember when he moved to Boston.	ฉันจำไม่ได้ว่าเขาย้ายไปบอสตันเมื่อไหร่
I have a boss who's much younger than me.	ฉันมีเจ้านายที่อายุน้อยกว่าฉันมาก
I'll call them tomorrow when I come back.	ฉันจะโทรหาพวกเขาพรุ่งนี้เมื่อฉันกลับมา
Most people write about their daily life.	คนส่วนใหญ่เขียนเกี่ยวกับชีวิตประจำวันของพวกเขา
My mother has been sick since last month.	แม่ฉันป่วยมาตั้งแต่เดือนที่แล้ว
My mother is making a cake for my father.	แม่ฉันทำเค้กให้พ่อฉัน
My room is three times as large as yours.	ห้องของฉันมีขนาดใหญ่เป็นสามเท่าของคุณ
That looks delicious. I'd like to try it.	นั่นดูน่าอร่อย ฉันจะลองชิมดู
The food was so good that I ate too much.	อาหารอร่อยมากจนฉันกินมากเกินไป
There are many red flowers in the garden.	มีดอกไม้สีแดงมากมายในสวน
Tom has less money than his brother does.	ทอมมีเงินน้อยกว่าพี่ชายเขา
Tom has less money than his brother does.	ทอมมีเงินน้อยกว่าน้องชายเขา
Tom has lost interest in studying French.	ทอมเสียความสนใจในการเรียนภาษาฝรั่งเศส
Tom said Mary was coming over for dinner.	ทอมบอกว่าแมรี่กำลังมาในมื้อเย็น
Tom spends too much time on the computer.	ทอมใช้เวลากับคอมพิวเตอร์มากเกินไป
Tom's dog is much bigger than Mary's dog.	สุนัขของทอมตัวใหญ่กว่าสุนัขของแมรี่มาก
Tom's dog is much bigger than Mary's dog.	หมาของทอมตัวใหญ่กว่าหมาของแมรี่มาก
What prevented Tom from coming yesterday?	อะไรทำให้ทอมไม่มาเมื่อวานนี้?
When the cat is away, the mice will play.	แมวไม่อยู่หนูร่าเริง
Would you please not leave the door open?	คุณช่วยอย่าเปิดประตูทิ้งไว้ได้ไหม?
Would you please not leave the door open?	คุณกรุณาอย่าเปิดประตูทิ้งไว้ได้ไหม?
Can someone tell me where the keyboard is?	มีใครสามารถบอกฉันได้มั้ยว่าแป้นพิมพ์อยู่ที่ไหน?
Do you go to school on foot or by bicycle?	คุณไปโรงเรียนด้วยการเดินไปหรือขี่จักรยานไป?
Everyone wants to meet you. You're famous!	ทุกคนต้องการพบคุณ คุณโด่งดังแล้ว!
He must be very angry to say such a thing.	เขาจะต้องโกรธมากที่จะพูดสิ่งนี้
I agree with you that we should try again.	ฉันเห็นด้วยกับคุณว่าเราควรลองอีกครั้ง
I didn't know apple trees grow from seeds.	ฉันไม่รู้ว่าต้นแอปเปิ้ลเติบโตจากเมล็ด
I had to walk because there were no taxis.	ฉันต้องเดินเพราะไม่มีแท็กซี่
I have already finished reading this book.	ฉันอ่านหนังสือเล่มนี้เสร็จแล้ว
She was very beautiful when she was young.	เธอสวยมากตอนที่เธอยังเด็ก
Thai is the official language in Thailand.	ภาษาไทยเป็นภาษาราชการในประเทศไทย
Thai is the official language of Thailand.	ภาษาไทยเป็นภาษาราชการของประเทศไทย
That's the stupidest thing I've ever said.	นั่นคือสิ่งที่โง่ที่สุดที่ฉันเคยพูด
There are many good restaurants in Boston.	มีร้านอาหารดี ๆ มากมายในบอสตัน
There is an urgent need for social change.	การเปลี่ยนแปลงทางสังคมเป็นสิ่งจำเป็นเร่งด่วนของที่นั่น
Tom recognized Mary as soon as he saw her.	ทอมจำแมรี่ได้ทันทีที่เขาเห็นเธอ
Tom says he doesn't know a thing about it.	ทอมบอกว่าเขาไม่รู้อะไรเกี่ยวกับมัน
Tom says you want to go to Boston with us.	ทอมบอกว่าคุณต้องการไปบอสตันกับเรา
Could you please repeat what you just said?	ช่วยพูดซ้ำในสิ่งที่คุณพึ่งพูดได้ไหม
Did you find the book you were looking for?	คุณเจอหนังสือที่ตามหาตอนนั้นหรือยัง
Have you finished your French homework yet?	คุณทำการบ้านภาษาฝรั่งเศสเสร็จแล้วหรือยัง?
He translated a Japanese novel into French.	ขาแปลนวนิยายญี่ปุ่นเป็นภาษาฝรั่งเศส
How long have you been waiting for the bus?	คุณรอรถเมล์มานานเท่าไหร่แล้ว?
I am afraid they don't get along very well.	ฉันเกรงว่าพวกเขาไปด้วยกันได้ไม่ค่อยดีเท่าไหร่
I met my teacher on the way to the station.	ฉันพบคุณครูระหว่างทางไปสถานี
I would like to go to the concert with you.	ฉันอยากไปที่คอนเสิร์ตกับคุณ
I'd be unhappy, but I wouldn't kill myself.	ฉันจะไม่มีความสุข แต่ฉันจะไม่ฆ่าตัวตาย
I'm going to study French for one semester.	ฉันจะเรียนภาษาฝรั่งเศษเป็นเวลาหนึ่งเทอม
Let's consider the worst that could happen.	ลองพิจารณาสิ่งที่แย่ที่สุดที่อาจเกิดขึ้นได้
My ex-husband no longer lives in this city.	สามีเก่าของฉันไม่อาศัยอยู่ในเมืองนี้อีกต่อไป
My mother wants me to study in Switzerland.	แม่ของฉันต้องการให้ฉันเรียนที่สวิตเซอร์แลนด์
Respect yourself and you will be respected.	จงเคารพตัวเองแล้วคุณจะได้รับความเคารพ
The simplest solutions are always the best.	ทางแก้ปัญหาที่ง่ายที่สุดมักจะเป็นทางที่ดีที่สุดเสมอ
Tom bought the cheapest thing in the store.	ทอมซื้อของที่ถูกสุดในร้าน
Tom is always so negative about everything.	ทอมให้มองเห็นทุกอย่างในแง่ลบเสมอ
You should have knocked before you came in.	คุณควรเคาะประตูก่อนที่จะเข้ามา
Amsterdam is the capital of the Netherlands.	อัมสเตอร์ดัมเป็นเมืองหลวงของเนเธอร์แลนด์
He gave the police a false name and address.	เขาให้ชื่อและที่อยู่ปลอมกับตำรวจ
How many people were present at the meeting?	มีคนเข้าร่วมประชุมกี่คน?
I don't want to work under these conditions.	ฉันไม่ต้องการทำงานภายใต้เงื่อนไขเหล่านี้
I have plenty of time, but not enough money.	ฉันมีเวลาเหลือเฟือ แต่มีเงินไม่พอ
I will give you a bicycle for your birthday.	ฉันจะให้จักรยานแก่คุณสำหรับวันเกิด
In order to do that, you have to take risks.	ในการทำเช่นนั้น คุณต้องยอมรับความเสี่ยง
It takes years to master a foreign language.	ใช้เวลาหลายปีกว่าจะชำนาญภาษาต่างประเทศ
It was so cold yesterday that I stayed home.	เมื่อวานนี้มันหนาวมากจนฉันอยู่บ้าน
Social customs vary from country to country.	วัฒนธรรมทางสังคมมีการแปรเปลี่ยนไปในแต่ละประเทศ
Tom put salt in his coffee instead of sugar.	ทอมใส่เกลือในกาแฟของเขาแทนที่จะเป็นน้ำตาล
Tom tried to pick up his keys with his toes.	ทอมพยายามหยิบกุญแจของเขาขึ้นมาด้วยนิ้วเท้าของเขา
You can't buy anything if you have no money.	คุณไม่สามารถซื้ออะไรได้ถ้าคุณไม่มีเงิน
Your wish will come true in the near future.	ความปรารถนาของคุณจะเป็นจริงในอนาคตอันใกล้
Earthquakes and floods are natural disasters.	แผ่นดินไหวและน้ำท่วมเป็นภัยธรรมชาติ
Even though he apologized, I'm still furious.	ถึงเขาจะขอโทษ ฉันก็ยังโกรธ
Even though he apologized, I'm still furious.	ถึงเขาจะขอโทษแล้ว แต่ฉันก็ยังโกรธ
I usually do my shopping at this supermarket.	ฉันมักจะซื้อของที่ซูเปอร์มาร์เก็ตนี้
I wonder why Tom didn't come to Mary's party.	ฉันสงสัยว่าทำไมทอมถึงไม่มาที่ปาร์ตี้ของแมรี่
I'll do my best not to disturb your studying.	ฉันจะพยายามสุดความสามารถที่จะไม่รบกวนการเรียนของเธอ
In Venice, there are always lots of tourists.	ในเวนิสมีนักท่องเที่ยวจำนวนมากเสมอ
People don't like what they can't understand.	ผู้คนมักไม่ชอบในสิ่งที่พวกเขาไม่เข้าใจ
She was ready to give him back all his money.	เธอพร้อมที่จะคืนเงินทั้งหมดให้เขา
The more you have, the more you have to lose.	ยิ่งมีมาก ก็ยิ่งต้องเสียมาก
There are many words that I don't understand.	มีหลายคำที่ฉันไม่เข้าใจ
These books are mine and those books are his.	หนังสือกองนี้ของฉัน ส่วนกองโน้นน่ะของเค้า
You need to be more positive about your work.	คุณต้องมีทัศนคติที่ดีต่องานของคุณ
Avoid crossing this street when it is raining.	หลีกเลี่ยงการข้ามถนนเส้นนี้เมื่อฝนตก
I wonder what Tom's motive for doing that was.	ฉันสงสัยว่าทอมมีเหตุผลอะไรในการทำอย่างนั้น
Tom is a boy's name and Mary is a girl's name.	ทอมเป็นชื่อของเด็กชายและแมรี่เป็นชื่อของเด็กหญิง
What will happen if there's power failure now?	จะเกิดอะไรขึ้นถ้ามีไฟฟ้าขัดข้องตอนนี้?
A lot of people are dealing with allergies now.	ผู้คนจำนวนมากกำลังเผชิญกับอาการแพ้ในขณะนี้
How many students are there in your university?	ในมหาวิทยาลัยของคุณมีนักเรียนกี่คน?
I don't believe that black cats cause bad luck.	ฉันไม่เชื่อว่าแมวดำก่อให้เกิดโชคร้าย
I was bitten by a lot of insects in the forest.	ฉันถูกแมลงหลายตัวกัดในป่า
One million people lost their lives in the war.	หนึ่งล้านคนเสียชีวิตในสงคราม
The policeman arrested him for drunken driving.	ตำรวจกุมตัวเขาเพราะเมาแล้วขับ
Tom is a man's name and Mary is a woman's name.	ทอมเป็นชื่อของผู้ชายและแมรี่เป็นชื่อของผู้หญิง
I know what I want. I just haven't found it yet.	ฉันรู้ว่าฉันต้องการอะไร แค่ฉันยังไม่ได้พบมัน
I wonder what the weather will be like tomorrow.	ฉันสงสัยว่าพรุ่งนี้อากาศจะเป็นอย่างไร
I'm looking for someone to do my laundry for me.	ฉันกำลังมองหาคนซักเสื้อผ้าสำหรับฉัน
Most students are preparing for the final exams.	นักเรียนส่วนใหญ่เตรียมความพร้อมสำหรับการสอบปลายภาค
Tom reminded Mary that she had to do that today.	ทอมเตือนแมรี่ว่าเธอต้องทำสิ่งนั้นวันนี้
Tom said Mary didn't think John really did that.	ทอมพูดว่าแมรี่ไม่ได้คิดว่าจอห์นทำอย่างนั้นจริง
Trees give off oxygen and absorb carbon dioxide.	ต้นไม้ให้ออกซิเจนและดูดซับคาร์บอนไดออกไซด์
